名称,﻿代码,﻿当前价格,﻿昨收,﻿今开,﻿成交量/手,﻿外盘,﻿内盘,﻿买一价,﻿买一量/手,﻿买二价,﻿买二量/手,﻿买三价,﻿买三量/手,﻿买四价,﻿买四量/手,﻿买五价,﻿买五量/手,﻿卖一价,﻿卖一量/手,﻿卖二价,﻿卖二量/手,﻿卖三价,﻿卖三量/手,﻿卖四价,﻿卖四量/手,﻿卖五价,﻿卖五量/手,﻿最近逐笔成交,﻿时间,﻿涨跌,﻿涨跌幅,﻿最高,﻿最低,﻿价格,﻿成交量/手,﻿成交额/万,﻿换手率,﻿市盈率,﻿振幅,﻿流通市值,﻿总市值,﻿市净率,﻿涨停价,﻿跌停价,﻿买盘大单,﻿买盘小单,﻿卖盘大单,﻿卖盘小单
0,000018,26.92,28.33,27.17,16731.0,7362.0,9370.0,26.9,11.0,26.81,1.0,26.8,19.0,26.76,27.0,26.73,5.0,26.98,20.0,26.99,55.0,27.0,127.0,27.08,40.0,27.09,50.0,11.0,20150731113107,-1.41,-4.98,28.0,25.8,26.92,16731.0,4480.0,1.68,902.58,7.77,26.84,45.53,34.77,31.16,25.5,0.048,0.392,0.14,0.42
0,000018,26.92,28.33,27.17,16763.0,7377.0,9386.0,26.92,4.0,26.9,8.0,26.81,7.0,26.8,9.0,26.76,27.0,26.99,55.0,27.0,127.0,27.08,30.0,27.09,50.0,27.1,81.0,13.0,20150731130009,-1.41,-4.98,28.0,25.8,26.92,16763.0,4489.0,1.68,902.58,7.77,26.84,45.53,34.77,31.16,25.5,0.048,0.392,0.14,0.42
0,000018,26.92,28.33,27.17,16763.0,7377.0,9386.0,26.98,22.0,26.92,4.0,26.9,8.0,26.81,7.0,26.8,9.0,26.99,55.0,27.0,127.0,27.08,30.0,27.09,50.0,27.1,81.0,13.0,20150731130018,-1.41,-4.98,28.0,25.8,26.92,16763.0,4489.0,1.68,902.58,7.77,26.84,45.53,34.77,31.16,25.5,0.048,0.392,0.14,0.42
0,000018,26.99,28.33,27.17,16785.0,7399.0,9386.0,26.92,4.0,26.9,8.0,26.81,7.0,26.8,9.0,26.76,27.0,26.99,33.0,27.0,127.0,27.08,30.0,27.09,50.0,27.1,81.0,13.0,20150731130042,-1.34,-4.73,28.0,25.8,26.92,16785.0,4495.0,1.68,904.93,7.77,26.91,45.65,34.86,31.16,25.5,0.048,0.393,0.14,0.42
0,000018,26.99,28.33,27.17,16788.0,7402.0,9386.0,26.92,5.0,26.9,8.0,26.81,7.0,26.8,9.0,26.76,27.0,26.99,30.0,27.0,127.0,27.08,30.0,27.09,50.0,27.1,81.0,13.0,20150731130048,-1.34,-4.73,28.0,25.8,26.92,16788.0,4496.0,1.68,904.93,7.77,26.91,45.65,34.86,31.16,25.5,0.048,0.393,0.14,0.419
0,000018,26.99,28.33,27.17,16790.0,7406.0,9384.0,26.92,5.0,26.9,8.0,26.81,7.0,26.8,9.0,26.76,27.0,26.99,28.0,27.0,127.0,27.08,30.0,27.09,50.0,27.1,79.0,13.0,20150731130109,-1.34,-4.73,28.0,25.8,26.99,16790.0,4496.0,1.68,904.93,7.77,26.91,45.65,34.86,31.16,25.5,0.048,0.393,0.14,0.419
0,000018,26.99,28.33,27.17,16790.0,7404.0,9386.0,26.92,5.0,26.9,8.0,26.81,7.0,26.8,9.0,26.76,27.0,26.99,28.0,27.0,113.0,27.08,30.0,27.09,50.0,27.1,79.0,13.0,20150731130145,-1.34,-4.73,28.0,25.8,26.99,16790.0,4496.0,1.68,904.93,7.77,26.91,45.65,34.86,31.16,25.5,0.048,0.393,0.14,0.419
0,000018,26.92,28.33,27.17,16791.0,7404.0,9387.0,26.92,4.0,26.9,8.0,26.81,7.0,26.8,9.0,26.76,27.0,26.99,33.0,27.0,113.0,27.08,30.0,27.09,50.0,27.1,79.0,13.0,20150731130212,-1.41,-4.98,28.0,25.8,26.99,16791.0,4497.0,1.68,902.58,7.77,26.84,45.53,34.77,31.16,25.5,0.048,0.393,0.14,0.419
0,000018,26.92,28.33,27.17,16791.0,7404.0,9387.0,26.92,4.0,26.9,8.0,26.81,7.0,26.8,9.0,26.76,27.0,26.99,33.0,27.0,113.0,27.08,30.0,27.09,50.0,27.1,79.0,13.0,20150731130224,-1.41,-4.98,28.0,25.8,26.99,16791.0,4497.0,1.68,902.58,7.77,26.84,45.53,34.77,31.16,25.5,0.048,0.393,0.14,0.42
0,000018,26.9,28.33,27.17,16803.0,7404.0,9399.0,26.81,7.0,26.8,9.0,26.76,27.0,26.73,5.0,26.7,30.0,26.89,268.0,26.99,33.0,27.0,113.0,27.08,30.0,27.09,50.0,13.0,20150731130248,-1.43,-5.05,28.0,25.8,26.99,16803.0,4500.0,1.69,901.91,7.77,26.82,45.5,34.75,31.16,25.5,0.048,0.393,0.14,0.42
