名称,﻿代码,﻿当前价格,﻿昨收,﻿今开,﻿成交量/手,﻿外盘,﻿内盘,﻿买一价,﻿买一量/手,﻿买二价,﻿买二量/手,﻿买三价,﻿买三量/手,﻿买四价,﻿买四量/手,﻿买五价,﻿买五量/手,﻿卖一价,﻿卖一量/手,﻿卖二价,﻿卖二量/手,﻿卖三价,﻿卖三量/手,﻿卖四价,﻿卖四量/手,﻿卖五价,﻿卖五量/手,﻿最近逐笔成交,﻿时间,﻿涨跌,﻿涨跌幅,﻿最高,﻿最低,﻿价格,﻿成交量/手,﻿成交额/万,﻿换手率,﻿市盈率,﻿振幅,﻿流通市值,﻿总市值,﻿市净率,﻿涨停价,﻿跌停价,﻿买盘大单,﻿买盘小单,﻿卖盘大单,﻿卖盘小单
0,sz150086,0.339,0.377,0.339,10146.0,9190.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,7975077.0,0.34,47166.0,0.341,1630.0,0.342,230.0,0.343,1941.0,10.0,20150826104416,-0.038,-10.08,0.339,0.339,0.339,10146.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,10146.0,9190.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8004786.0,0.34,47166.0,0.341,1630.0,0.342,230.0,0.343,1941.0,10.0,20150826104429,-0.038,-10.08,0.339,0.339,0.339,10146.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,10156.0,9200.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8006725.0,0.34,44398.0,0.341,1630.0,0.342,230.0,0.343,1941.0,10.0,20150826104434,-0.038,-10.08,0.339,0.339,0.339,10156.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,10160.0,9204.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8014680.0,0.34,41771.0,0.341,1630.0,0.342,230.0,0.343,1941.0,10.0,20150826104440,-0.038,-10.08,0.339,0.339,0.339,10160.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,10160.0,9204.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8029774.0,0.34,41771.0,0.341,1630.0,0.342,230.0,0.343,2041.0,10.0,20150826104447,-0.038,-10.08,0.339,0.339,0.339,10160.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,10160.0,9204.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8029502.0,0.34,41771.0,0.341,1630.0,0.342,230.0,0.343,2041.0,10.0,20150826104450,-0.038,-10.08,0.339,0.339,0.339,10160.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,10160.0,9204.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8031502.0,0.34,41771.0,0.341,1630.0,0.342,230.0,0.343,2041.0,10.0,20150826104456,-0.038,-10.08,0.339,0.339,0.339,10160.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,11973.0,11017.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8034812.0,0.34,41204.0,0.341,1630.0,0.342,230.0,0.343,2041.0,10.0,20150826104459,-0.038,-10.08,0.339,0.339,0.339,11973.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,11973.0,11017.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8035333.0,0.34,41204.0,0.341,1630.0,0.342,230.0,0.343,2041.0,10.0,20150826104502,-0.038,-10.08,0.339,0.339,0.339,11973.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
0,sz150086,0.339,0.377,0.339,11983.0,11027.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,8035603.0,0.34,41204.0,0.341,1630.0,0.342,230.0,0.343,2041.0,10.0,20150826104507,-0.038,-10.08,0.339,0.339,0.339,11983.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
