名称,﻿代码,﻿当前价格,﻿昨收,﻿今开,﻿成交量/手,﻿外盘,﻿内盘,﻿买一价,﻿买一量/手,﻿买二价,﻿买二量/手,﻿买三价,﻿买三量/手,﻿买四价,﻿买四量/手,﻿买五价,﻿买五量/手,﻿卖一价,﻿卖一量/手,﻿卖二价,﻿卖二量/手,﻿卖三价,﻿卖三量/手,﻿卖四价,﻿卖四量/手,﻿卖五价,﻿卖五量/手,﻿最近逐笔成交,﻿时间,﻿涨跌,﻿涨跌幅,﻿最高,﻿最低,﻿价格,﻿成交量/手,﻿成交额/万,﻿换手率,﻿市盈率,﻿振幅,﻿流通市值,﻿总市值,﻿市净率,﻿涨停价,﻿跌停价,﻿买盘大单,﻿买盘小单,﻿卖盘大单,﻿卖盘小单
0,150086,0.498,0.518,0.467,2880124.0,1184128.0,1695996.0,0.497,4671.0,0.496,1245.0,0.495,1533.0,0.494,598.0,0.493,677.0,0.498,3159.0,0.499,1442.0,0.5,8403.0,0.501,5094.0,0.502,5762.0,11.0,20150731113107,-0.02,-3.86,0.509,0.467,0.495,2880124.0,14035.0,0.0,0.0,8.11,0.0,0.0,0.0,0.57,0.466,0.023,0.383,0.109,0.485
0,150086,0.496,0.518,0.467,2887170.0,1184450.0,1702720.0,0.496,1443.0,0.495,1566.0,0.494,698.0,0.493,10.0,0.492,214.0,0.497,19020.0,0.498,100.0,0.499,660.0,0.5,8804.0,0.501,5194.0,13.0,20150731130009,-0.022,-4.25,0.509,0.467,0.498,2887170.0,14070.0,0.0,0.0,8.11,0.0,0.0,0.0,0.57,0.466,0.023,0.383,0.108,0.486
0,150086,0.497,0.518,0.467,2887777.0,1184957.0,1702820.0,0.496,1343.0,0.495,1566.0,0.494,698.0,0.493,10.0,0.492,214.0,0.497,18513.0,0.498,100.0,0.499,660.0,0.5,8904.0,0.501,5194.0,13.0,20150731130042,-0.021,-4.05,0.509,0.467,0.498,2887777.0,14073.0,0.0,0.0,8.11,0.0,0.0,0.0,0.57,0.466,0.023,0.383,0.108,0.486
0,150086,0.497,0.518,0.467,2888307.0,1485452.0,1402855.0,0.496,1650.0,0.495,1566.0,0.494,698.0,0.493,5276.0,0.492,214.0,0.497,17683.0,0.498,100.0,0.499,1060.0,0.5,8904.0,0.501,5194.0,13.0,20150731130109,-0.021,-4.05,0.509,0.467,0.497,2888307.0,14075.0,0.0,0.0,8.11,0.0,0.0,0.0,-1.0,-1.0,0.023,0.383,0.108,0.486
0,150086,0.497,0.518,0.467,2893461.0,1187141.0,1706320.0,0.494,283.0,0.493,5276.0,0.492,214.0,0.491,455.0,0.49,1237.0,0.497,12976.0,0.498,100.0,0.499,7060.0,0.5,8904.0,0.501,5194.0,13.0,20150731130145,-0.021,-4.05,0.509,0.467,0.497,2893461.0,14101.0,0.0,0.0,8.11,0.0,0.0,0.0,0.57,0.466,0.023,0.383,0.108,0.486
0,150086,0.497,0.518,0.467,2893744.0,1187424.0,1706320.0,0.495,10.0,0.494,675.0,0.493,5280.0,0.492,214.0,0.491,455.0,0.497,12149.0,0.498,100.0,0.499,7060.0,0.5,8904.0,0.501,5194.0,13.0,20150731130212,-0.021,-4.05,0.509,0.467,0.497,2893744.0,14102.0,0.0,0.0,8.11,0.0,0.0,0.0,0.57,0.466,0.023,0.383,0.108,0.486
0,150086,0.494,0.518,0.467,2897380.0,1190375.0,1707005.0,0.494,1035.0,0.493,5696.0,0.492,214.0,0.491,455.0,0.49,1237.0,0.497,11163.0,0.498,100.0,0.499,7060.0,0.5,8148.0,0.501,5194.0,13.0,20150731130248,-0.024,-4.63,0.509,0.467,0.497,2897380.0,14120.0,0.0,0.0,8.11,0.0,0.0,0.0,0.57,0.466,0.023,0.383,0.108,0.486
0,150086,0.494,0.518,0.467,2901656.0,1490340.0,1411316.0,0.494,30.0,0.493,423.0,0.492,214.0,0.491,465.0,0.49,1337.0,0.497,11163.0,0.498,100.0,0.499,7060.0,0.5,8148.0,0.501,5194.0,13.0,20150731130318,-0.024,-4.63,0.509,0.467,0.493,2901656.0,14141.0,0.0,0.0,8.11,0.0,0.0,0.0,-1.0,-1.0,0.023,0.383,0.108,0.486
0,150086,0.494,0.518,0.467,2902934.0,1491057.0,1411877.0,0.494,3556.0,0.493,623.0,0.492,214.0,0.491,665.0,0.49,3748.0,0.495,3000.0,0.497,10988.0,0.498,100.0,0.499,6660.0,0.5,8148.0,13.0,20150731130351,-0.024,-4.63,0.509,0.467,0.493,2902934.0,14148.0,0.0,0.0,8.11,0.0,0.0,0.0,-1.0,-1.0,0.023,0.383,0.108,0.486
0,150086,0.494,0.518,0.467,2904641.0,1491834.0,1412807.0,0.494,2118.0,0.493,423.0,0.492,214.0,0.491,1165.0,0.49,3798.0,0.495,4772.0,0.497,10988.0,0.498,500.0,0.499,6660.0,0.5,8148.0,13.0,20150731130424,-0.024,-4.63,0.509,0.467,0.494,2904641.0,14156.0,0.0,0.0,8.11,0.0,0.0,0.0,-1.0,-1.0,0.023,0.383,0.108,0.486
