名称,﻿代码,﻿当前价格,﻿昨收,﻿今开,﻿成交量/手,﻿外盘,﻿内盘,﻿买一价,﻿买一量/手,﻿买二价,﻿买二量/手,﻿买三价,﻿买三量/手,﻿买四价,﻿买四量/手,﻿买五价,﻿买五量/手,﻿卖一价,﻿卖一量/手,﻿卖二价,﻿卖二量/手,﻿卖三价,﻿卖三量/手,﻿卖四价,﻿卖四量/手,﻿卖五价,﻿卖五量/手,﻿最近逐笔成交,﻿时间,﻿涨跌,﻿涨跌幅,﻿最高,﻿最低,﻿价格,﻿成交量/手,﻿成交额/万,﻿换手率,﻿市盈率,﻿振幅,﻿流通市值,﻿总市值,﻿市净率,﻿涨停价,﻿跌停价,﻿买盘大单,﻿买盘小单,﻿卖盘大单,﻿卖盘小单
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,15848.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.947,3380.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104416,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18228.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.947,3380.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104429,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18228.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.947,3380.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104434,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18228.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.948,500.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104440,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18228.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.948,500.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104447,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18228.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.948,500.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104450,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18262.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.948,500.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104456,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18262.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.948,500.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104459,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18262.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.948,500.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104502,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
0,sz150085,0.952,0.955,0.963,438651.0,228074.0,210577.0,0.952,18262.0,0.951,21375.0,0.95,10411.0,0.949,1936.0,0.948,500.0,0.953,33857.0,0.954,11000.0,0.955,22211.0,0.956,33665.0,0.957,24250.0,10.0,20150826104507,-0.003,-0.31,0.963,0.951,0.952,438651.0,4183.0,0.0,0.0,1.26,0.0,0.0,0.0,-1.0,-1.0,0.17,0.35,0.221,0.259
