名称,﻿代码,﻿当前价格,﻿昨收,﻿今开,﻿成交量/手,﻿外盘,﻿内盘,﻿买一价,﻿买一量/手,﻿买二价,﻿买二量/手,﻿买三价,﻿买三量/手,﻿买四价,﻿买四量/手,﻿买五价,﻿买五量/手,﻿卖一价,﻿卖一量/手,﻿卖二价,﻿卖二量/手,﻿卖三价,﻿卖三量/手,﻿卖四价,﻿卖四量/手,﻿卖五价,﻿卖五量/手,﻿最近逐笔成交,﻿时间,﻿涨跌,﻿涨跌幅,﻿最高,﻿最低,﻿价格,﻿成交量/手,﻿成交额/万,﻿换手率,﻿市盈率,﻿振幅,﻿流通市值,﻿总市值,﻿市净率,﻿涨停价,﻿跌停价,﻿买盘大单,﻿买盘小单,﻿卖盘大单,﻿卖盘小单
0,150085,0.984,0.98,0.983,495239.0,285602.0,209637.0,0.983,10730.0,0.982,23492.0,0.981,2250.0,0.98,13093.0,0.979,21167.0,0.984,1904.0,0.985,34193.0,0.986,5860.0,0.987,7668.0,0.988,13495.0,11.0,20150731113107,0.004,0.41,0.984,0.978,0.984,495239.0,4857.0,0.0,0.0,0.61,0.0,0.0,0.0,1.078,0.882,0.207,0.369,0.036,0.388
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25765.0,0.986,15860.0,0.987,17668.0,0.988,24055.0,13.0,20150731130009,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,1.078,0.882,0.207,0.37,0.036,0.387
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25765.0,0.986,15860.0,0.987,17668.0,0.988,24055.0,13.0,20150731130042,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,1.078,0.882,0.207,0.37,0.036,0.387
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25765.0,0.986,15860.0,0.987,17668.0,0.988,24055.0,13.0,20150731130109,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,-1.0,-1.0,0.207,0.37,0.036,0.387
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25765.0,0.986,15860.0,0.987,17668.0,0.988,24055.0,13.0,20150731130145,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,1.078,0.882,0.207,0.37,0.036,0.387
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25765.0,0.986,15860.0,0.987,17668.0,0.988,24055.0,13.0,20150731130212,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,1.078,0.882,0.207,0.37,0.036,0.387
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25765.0,0.986,15860.0,0.987,17668.0,0.988,24055.0,13.0,20150731130248,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,1.078,0.882,0.207,0.37,0.036,0.387
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25753.0,0.986,15860.0,0.987,17668.0,0.988,24055.0,13.0,20150731130318,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,-1.0,-1.0,0.207,0.37,0.036,0.387
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25753.0,0.986,15866.0,0.987,17668.0,0.988,24055.0,13.0,20150731130351,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,-1.0,-1.0,0.207,0.37,0.036,0.387
0,150085,0.984,0.98,0.983,495458.0,285821.0,209637.0,0.983,10700.0,0.982,23492.0,0.981,2730.0,0.98,13993.0,0.979,21167.0,0.984,20393.0,0.985,25753.0,0.986,15866.0,0.987,17668.0,0.988,24061.0,13.0,20150731130424,0.004,0.41,0.984,0.978,0.984,495458.0,4859.0,0.0,0.0,0.61,0.0,0.0,0.0,-1.0,-1.0,0.207,0.37,0.036,0.387
